A_PARTY,B_PARTY,COMMUNICATION_TYPE,TIMESTAMP,DURATION,LOCATION,METHOD
918730941466,917884943392,IMAPS,2025-08-20 21:42:00.963175,2776,CELL_0056,DIRECT
919129691272,919161399393,HTTP,2025-08-09 10:37:00.963175,1366,CELL_0011,DIRECT
919713217252,917128609640,HTTPS/Skype,2025-08-23 14:17:00.963175,33,CELL_0059,DIRECT
917884943392,918618784046,HTTP,2025-08-15 16:40:00.963175,3518,CELL_0068,DIRECT
918563524436,918618784046,HTTPS/Skype,2025-08-08 06:22:00.963175,2256,CELL_0046,DIRECT
917478483262,919311996447,SSH,2025-08-05 23:29:00.963175,2909,CELL_0068,DIRECT
917276152776,918847386442,HTTP,2025-07-30 09:04:00.963175,3190,CELL_0004,DIRECT
918764511339,919337353022,IMAPS,2025-08-25 10:36:00.963175,1877,CELL_0060,DIRECT
919984161007,919635200219,Facebook,2025-08-16 16:46:00.963175,2206,CELL_0058,DIRECT
917128609640,917280305443,FTP,2025-07-30 06:36:00.963175,3365,CELL_0050,DIRECT
919311996447,919332451458,HTTP,2025-07-31 18:37:00.963175,3248,CELL_0007,DIRECT
917276152776,917693633801,SSH,2025-08-10 17:03:00.963175,820,CELL_0001,DIRECT
918875868182,917636365899,SSH,2025-08-23 01:32:00.963175,2871,CELL_0033,DIRECT
919984161007,917019052876,HTTP,2025-08-14 02:07:00.963175,233,CELL_0035,DIRECT
917636365899,919984161007,IMAPS,2025-08-15 12:51:00.963175,1314,CELL_0023,DIRECT
919746498770,919332451458,HTTP,2025-08-11 22:56:00.963175,3542,CELL_0048,DIRECT
918080785702,917279281688,Facebook,2025-08-15 19:46:00.963175,1684,CELL_0040,DIRECT
917636365899,918893922290,Facebook,2025-08-07 13:40:00.963175,822,CELL_0041,DIRECT
918730941466,917636365899,HTTP,2025-08-07 10:45:00.963175,2155,CELL_0035,DIRECT
919713217252,917884943392,SMTP,2025-08-09 16:30:00.963175,1989,CELL_0066,DIRECT
918563524436,918030682561,SMTP,2025-08-16 23:35:00.963175,2612,CELL_0003,DIRECT
918288764667,918442313267,SSH,2025-07-30 05:03:00.963175,2852,CELL_0046,DIRECT
918989242136,919599996959,HTTPS/Skype,2025-08-22 07:24:00.963175,446,CELL_0097,DIRECT
917242910243,918893922290,HTTPS/Skype,2025-08-22 00:51:00.963175,140,CELL_0002,DIRECT
918288764667,919821036399,HTTPS/Skype,2025-08-15 16:08:00.963175,1900,CELL_0024,DIRECT
919607827695,917452190524,SMTP,2025-08-23 07:07:00.963175,2194,CELL_0095,DIRECT
919607827695,918389720476,FTP,2025-07-30 09:07:00.963175,3080,CELL_0077,DIRECT
918373757683,918989242136,Facebook,2025-08-09 20:08:00.963175,2318,CELL_0066,DIRECT
917280305443,918764511339,FTP,2025-08-22 13:47:00.963175,1275,CELL_0010,DIRECT
918685828255,919746498770,SSH,2025-08-19 15:05:00.963175,2304,CELL_0064,DIRECT
918685828255,918838803826,SMTP,2025-08-23 01:18:00.963175,2072,CELL_0100,DIRECT
919332451458,919129691272,Facebook,2025-08-13 11:12:00.963175,2514,CELL_0084,DIRECT
919821036399,919454821392,HTTPS/Skype,2025-08-05 16:50:00.963175,2503,CELL_0021,DIRECT
918875868182,919984161007,HTTPS/Skype,2025-08-18 05:04:00.963175,1455,CELL_0030,DIRECT
919645196062,918618784046,FTP,2025-08-25 10:59:00.963175,2464,CELL_0043,DIRECT
917280305443,917242910243,HTTP,2025-08-27 07:35:00.963175,829,CELL_0001,DIRECT
919645196062,918282636116,WhatsApp,2025-08-10 03:56:00.963175,3183,CELL_0016,DIRECT
918730941466,919332451458,SMTP,2025-08-06 15:23:00.963175,1567,CELL_0010,DIRECT
918389720476,918030682561,WhatsApp,2025-08-24 09:29:00.963175,960,CELL_0007,DIRECT
919329185981,917242910243,IMAPS,2025-08-26 18:21:00.963175,568,CELL_0042,DIRECT
919821036399,917636365899,SMTP,2025-08-08 20:39:00.963175,1994,CELL_0054,DIRECT
918282636116,917884943392,WhatsApp,2025-08-18 13:59:00.963175,3163,CELL_0006,DIRECT
919645196062,919746498770,IMAPS,2025-08-21 23:40:00.963175,1560,CELL_0039,DIRECT
918563524436,917404149892,SMTP,2025-08-22 08:17:00.963175,2076,CELL_0017,DIRECT
918730941466,917418203245,Facebook,2025-08-22 23:24:00.963175,858,CELL_0005,DIRECT
919129691272,919311996447,FTP,2025-08-09 14:00:00.963175,1214,CELL_0059,DIRECT
919161399393,919337353022,HTTPS/Skype,2025-08-19 20:46:00.963175,3206,CELL_0019,DIRECT
918030682561,918442313267,HTTPS/Skype,2025-07-29 21:37:00.963175,2347,CELL_0001,DIRECT
919645196062,917693633801,SMTP,2025-08-14 20:42:00.963175,2965,CELL_0027,DIRECT
919638452758,918563524436,Facebook,2025-08-13 14:16:00.963175,2745,CELL_0097,DIRECT
918080785702,919607827695,WhatsApp,2025-08-09 18:41:00.963175,1582,CELL_0023,DIRECT
918875868182,918447425359,Facebook,2025-08-04 12:42:00.963175,3585,CELL_0052,DIRECT
917280305443,917884943392,Facebook,2025-08-01 00:33:00.963175,1821,CELL_0052,DIRECT
919311996447,918447425359,HTTP,2025-08-26 05:35:00.963175,1019,CELL_0046,DIRECT
918730941466,918288764667,SSH,2025-08-06 21:06:00.963175,3564,CELL_0018,DIRECT
919638452758,918442313267,HTTP,2025-08-26 02:36:00.963175,317,CELL_0005,DIRECT
918989242136,917418203245,SSH,2025-08-09 02:17:00.963175,332,CELL_0048,DIRECT
917404149892,917019052876,FTP,2025-08-12 02:55:00.963175,1659,CELL_0036,DIRECT
919337353022,918080785702,HTTPS/Skype,2025-08-25 13:38:00.963175,1794,CELL_0049,DIRECT
918989242136,917280305443,Facebook,2025-08-08 01:37:00.963175,2141,CELL_0088,DIRECT
917478483262,917276152776,FTP,2025-08-16 21:59:00.963175,1808,CELL_0042,DIRECT
918389720476,917019052876,SSH,2025-08-21 04:09:00.963175,3180,CELL_0045,DIRECT
918389720476,919746498770,WhatsApp,2025-08-06 05:00:00.963175,289,CELL_0087,DIRECT
919713217252,918373757683,WhatsApp,2025-08-09 12:23:00.963175,1612,CELL_0005,DIRECT
919713217252,919337353022,HTTPS/Skype,2025-08-16 00:26:00.963175,2724,CELL_0045,DIRECT
918442313267,917452190524,HTTP,2025-08-16 06:53:00.963175,935,CELL_0052,DIRECT
918893922290,917280305443,WhatsApp,2025-07-31 00:26:00.963175,3206,CELL_0006,DIRECT
919607827695,918618784046,Facebook,2025-08-12 06:19:00.963175,3205,CELL_0096,DIRECT
919599996959,918618784046,FTP,2025-08-24 10:52:00.963175,1631,CELL_0054,DIRECT
919329185981,919607827695,HTTPS/Skype,2025-08-24 00:46:00.963175,1908,CELL_0084,DIRECT
917452190524,918764694871,SSH,2025-08-11 11:34:00.963175,286,CELL_0033,DIRECT
917279281688,918685828255,SMTP,2025-08-13 14:03:00.963175,1889,CELL_0082,DIRECT
917128609640,917161136344,HTTPS/Skype,2025-08-15 19:41:00.963175,2916,CELL_0035,DIRECT
919599996959,919454821392,IMAPS,2025-08-04 00:36:00.963175,2237,CELL_0020,DIRECT
917280305443,919599996959,WhatsApp,2025-08-19 09:23:00.963175,1468,CELL_0082,DIRECT
917128609640,917478483262,FTP,2025-08-25 02:19:00.963175,2901,CELL_0076,DIRECT
918242883741,919311996447,FTP,2025-08-21 18:09:00.963175,1595,CELL_0055,DIRECT
919454821392,918875868182,SMTP,2025-08-07 18:28:00.963175,502,CELL_0077,DIRECT
917452190524,919332451458,IMAPS,2025-08-19 15:45:00.963175,1364,CELL_0023,DIRECT
917280305443,918685828255,HTTP,2025-08-08 13:57:00.963175,3077,CELL_0060,DIRECT
918447425359,919607827695,IMAPS,2025-08-15 19:31:00.963175,2535,CELL_0065,DIRECT
918442313267,917279281688,HTTP,2025-08-13 00:23:00.963175,1378,CELL_0004,DIRECT
919638452758,919984161007,IMAPS,2025-08-13 06:51:00.963175,2620,CELL_0046,DIRECT
918685828255,917418203245,WhatsApp,2025-08-08 07:54:00.963175,3527,CELL_0041,DIRECT
918373757683,919329185981,WhatsApp,2025-08-02 15:44:00.963175,3090,CELL_0038,DIRECT
918764511339,918282636116,FTP,2025-07-31 05:35:00.963175,2863,CELL_0031,DIRECT
917636365899,919599996959,Facebook,2025-08-21 04:58:00.963175,1041,CELL_0083,DIRECT
918282636116,919645196062,FTP,2025-08-26 23:19:00.963175,1419,CELL_0089,DIRECT
918838803826,919607827695,WhatsApp,2025-08-02 23:47:00.963175,1006,CELL_0078,DIRECT
919599996959,918080785702,SSH,2025-08-03 17:35:00.963175,2316,CELL_0009,DIRECT
918563524436,918242883741,FTP,2025-08-24 17:44:00.963175,406,CELL_0054,DIRECT
919984161007,918030682561,Facebook,2025-08-05 13:27:00.963175,786,CELL_0060,DIRECT
918080785702,918030682561,IMAPS,2025-07-29 00:57:00.963175,2480,CELL_0056,DIRECT
919129691272,918242883741,HTTPS/Skype,2025-08-02 19:19:00.963175,579,CELL_0053,DIRECT
919332451458,919746498770,FTP,2025-08-21 15:39:00.963175,3123,CELL_0087,DIRECT
919337353022,918618784046,Facebook,2025-08-03 04:25:00.963175,1689,CELL_0004,DIRECT
918080785702,918282636116,SMTP,2025-08-04 03:17:00.963175,1956,CELL_0019,DIRECT
917161136344,918685828255,HTTP,2025-08-06 21:01:00.963175,841,CELL_0028,DIRECT
919607827695,917636365899,SSH,2025-08-25 14:44:00.963175,2688,CELL_0072,DIRECT
918563524436,917418203245,Facebook,2025-08-04 05:43:00.963175,2461,CELL_0047,DIRECT
918288764667,919638452758,HTTPS/Skype,2025-08-11 03:28:00.963175,1999,CELL_0039,DIRECT
917478483262,919129691272,WhatsApp,2025-08-14 06:17:00.963175,3239,CELL_0055,DIRECT
919311996447,917019052876,Facebook,2025-08-04 13:35:00.963175,400,CELL_0023,DIRECT
917019052876,918838803826,SSH,2025-08-13 00:41:00.963175,2597,CELL_0044,DIRECT
918563524436,919161399393,SMTP,2025-08-25 12:41:00.963175,696,CELL_0085,DIRECT
919746498770,918847386442,FTP,2025-08-15 08:22:00.963175,3545,CELL_0005,DIRECT
918730941466,917636365899,Facebook,2025-08-20 15:48:00.963175,1243,CELL_0017,DIRECT
917242910243,917693633801,HTTP,2025-08-04 00:06:00.963175,1435,CELL_0064,DIRECT
919746498770,919607827695,SMTP,2025-07-31 10:24:00.963175,3502,CELL_0092,DIRECT
918030682561,918764694871,FTP,2025-08-06 17:38:00.963175,2335,CELL_0071,DIRECT
918730941466,919454821392,HTTPS/Skype,2025-08-26 23:55:00.963175,2016,CELL_0060,DIRECT
919638452758,918563524436,SSH,2025-08-24 21:24:00.963175,553,CELL_0099,DIRECT
919607827695,917128609640,HTTP,2025-08-10 09:54:00.963175,2242,CELL_0029,DIRECT
919332451458,918563524436,SSH,2025-08-10 22:26:00.963175,1617,CELL_0040,DIRECT
918282636116,918389720476,SMTP,2025-08-05 01:19:00.963175,2731,CELL_0048,DIRECT
918373757683,917418203245,HTTPS/Skype,2025-08-25 21:58:00.963175,1026,CELL_0079,DIRECT
917418203245,918288764667,WhatsApp,2025-08-15 05:08:00.963175,3446,CELL_0038,DIRECT
919713217252,919337353022,SMTP,2025-08-03 09:36:00.963175,2219,CELL_0010,DIRECT
917418203245,919332451458,WhatsApp,2025-08-16 10:53:00.963175,47,CELL_0095,DIRECT
918242883741,918442313267,WhatsApp,2025-08-10 09:56:00.963175,3224,CELL_0013,DIRECT
919635200219,918764511339,IMAPS,2025-08-08 20:14:00.963175,3269,CELL_0050,DIRECT
919599996959,918373757683,WhatsApp,2025-08-21 18:53:00.963175,2277,CELL_0005,DIRECT
918838803826,919713217252,HTTPS/Skype,2025-08-17 22:08:00.963175,3446,CELL_0069,DIRECT
917019052876,918730941466,FTP,2025-08-20 07:46:00.963175,1418,CELL_0055,DIRECT
918989242136,918764511339,HTTP,2025-08-18 15:00:00.963175,3287,CELL_0059,DIRECT
917276152776,917884943392,HTTPS/Skype,2025-08-12 22:10:00.963175,3259,CELL_0002,DIRECT
918685828255,918764511339,WhatsApp,2025-08-18 06:59:00.963175,2373,CELL_0093,DIRECT
919713217252,917452190524,SSH,2025-08-15 09:34:00.963175,551,CELL_0081,DIRECT
918447425359,918730941466,SSH,2025-07-28 12:55:00.963175,2061,CELL_0053,DIRECT
918685828255,918989242136,SSH,2025-07-31 02:05:00.963175,783,CELL_0016,DIRECT
919329185981,917418203245,FTP,2025-07-30 17:08:00.963175,1202,CELL_0055,DIRECT
917279281688,918875868182,SSH,2025-08-20 10:00:00.963175,3591,CELL_0012,DIRECT
917242910243,918893922290,SMTP,2025-08-05 02:40:00.963175,226,CELL_0025,DIRECT
918373757683,917276152776,IMAPS,2025-08-02 12:40:00.963175,3363,CELL_0019,DIRECT
917418203245,919645196062,SSH,2025-07-30 19:26:00.963175,1786,CELL_0095,DIRECT
919337353022,919638452758,SSH,2025-08-05 03:11:00.963175,1875,CELL_0040,DIRECT
919607827695,918764511339,IMAPS,2025-08-18 08:28:00.963175,2786,CELL_0034,DIRECT
917280305443,918442313267,Facebook,2025-08-06 04:10:00.963175,578,CELL_0073,DIRECT
918838803826,918563524436,WhatsApp,2025-08-15 16:38:00.963175,661,CELL_0002,DIRECT
919645196062,919635200219,WhatsApp,2025-08-07 14:32:00.963175,63,CELL_0095,DIRECT
917276152776,918847386442,FTP,2025-08-25 06:21:00.963175,3546,CELL_0031,DIRECT
919332451458,917279281688,Facebook,2025-08-07 04:29:00.963175,1276,CELL_0005,DIRECT
919161399393,917884943392,FTP,2025-08-13 01:16:00.963175,737,CELL_0099,DIRECT
919329185981,919599996959,HTTPS/Skype,2025-07-30 23:45:00.963175,2837,CELL_0084,DIRECT
919984161007,917019052876,FTP,2025-08-06 03:32:00.963175,2187,CELL_0077,DIRECT
918563524436,919746498770,HTTP,2025-08-16 10:54:00.963175,2535,CELL_0096,DIRECT
919746498770,918730941466,HTTP,2025-08-03 03:18:00.963175,1684,CELL_0079,DIRECT
